input,ckpt,sample,protein,isotype,pcc,spearman,std_true
raw,holdout_tonsil,A1TNSL,KRT5,False,0.5527138911767061,0.5865029242878907,1.8581171035766602
raw,holdout_tonsil,A1TNSL,MS4A1,False,0.19585293241663376,0.30527089481732284,0.613613486289978
raw,holdout_tonsil,A1TNSL,PAX5,False,0.5175757295588065,0.6801020784255054,1.2572652101516724
raw,holdout_tonsil,A1TNSL,PCNA,False,0.06867512234687197,0.05840109366560553,0.5045199990272522
raw,holdout_tonsil,A1TNSL,PDCD1,False,0.3020213978764553,0.34996903445936417,0.37453770637512207
raw,holdout_tonsil,A1TNSL,PECAM1,False,0.5316526706746024,0.5826953245364108,0.5309495329856873
raw,holdout_tonsil,A1TNSL,PTPRC_1,False,0.08386742225919389,0.1163575846370681,0.31006091833114624
raw,holdout_tonsil,A1TNSL,PTPRC_2,False,0.19950014522614895,0.256259284574673,0.5564631223678589
raw,holdout_tonsil,A1TNSL,SDC1,False,0.09292113975555169,0.1737612119807243,0.8716378808021545
raw,holdout_tonsil,A1TNSL,VIM,False,0.45813958121512,0.5911857281178633,0.5282660722732544
raw,holdout_tonsil,A1TNSL,mouse_IgG1k,True,0.05557180237648552,0.06412249897234278,0.5338561534881592
raw,holdout_tonsil,A1TNSL,mouse_IgG2a,True,-0.009143194792447204,-0.04789081883170263,0.6250791549682617
raw,holdout_tonsil,A1TNSL,mouse_IgG2bk,True,-0.032185434119708256,0.016918612756600875,2.0004894733428955
raw,holdout_tonsil,A1TNSL,rat_IgG2a,True,0.07849150685789205,0.11233126748347956,0.37980926036834717
raw,holdout_tonsil,D1LN,ACTA2,False,-0.04831737549444541,-0.10539935226580043,0.7250224947929382
raw,holdout_tonsil,D1LN,BCL2,False,0.04767435285273177,0.057870601482907146,0.3144398331642151
raw,holdout_tonsil,D1LN,CCR7,False,0.03345901931050036,0.01638398106714064,0.3383185565471649
raw,holdout_tonsil,D1LN,CD14,False,0.06512424353088145,0.0712684691318198,0.262919157743454
raw,holdout_tonsil,D1LN,CD163,False,0.31381815971471977,0.35569842783833044,0.35364583134651184
raw,holdout_tonsil,D1LN,CD19,False,0.20196533856565646,0.22545784344599493,0.322081983089447
raw,holdout_tonsil,D1LN,CD27,False,0.07673452351022718,0.07758768613231949,0.3246697187423706
raw,holdout_tonsil,D1LN,CD274,False,-0.11763265049837145,-0.1457875588393136,0.7648149728775024
raw,holdout_tonsil,D1LN,CD3E,False,0.5123415943289417,0.5333459378516393,0.5474452972412109
raw,holdout_tonsil,D1LN,CD4,False,-0.1218644027341827,-0.18792617356788505,0.26296892762184143
raw,holdout_tonsil,D1LN,CD40,False,-0.062191228131041165,-0.05490981535086351,0.2707076966762543
raw,holdout_tonsil,D1LN,CD68,False,0.09421186685838391,0.08444526981019929,0.6308062076568604
raw,holdout_tonsil,D1LN,CD8A,False,0.36639524766948905,0.3844494901960966,0.4468434453010559
raw,holdout_tonsil,D1LN,CEACAM8,False,0.057046914838559164,0.03300978019722442,1.4823554754257202
raw,holdout_tonsil,D1LN,CR2,False,-0.11060399109726644,-0.09680950617941929,0.24920065701007843
raw,holdout_tonsil,D1LN,CXCR5,False,0.2505881145724313,0.3477684768664275,0.5516594052314758
raw,holdout_tonsil,D1LN,EPCAM,False,-0.017208983001071477,-0.023436837325946536,0.2833028733730316
raw,holdout_tonsil,D1LN,FCGR3A,False,0.26205651334599095,0.40950351746285507,2.381760597229004
raw,holdout_tonsil,D1LN,HLA_DRA,False,0.4512885092079051,0.4413993572995769,0.7523378133773804
raw,holdout_tonsil,D1LN,ITGAM,False,0.034994044182629566,0.01912638051190954,0.48048120737075806
raw,holdout_tonsil,D1LN,ITGAX,False,0.1926506304592926,0.2214043433419129,0.4036928117275238
raw,holdout_tonsil,D1LN,KRT5,False,-0.056687832834000036,-0.019868746451661572,2.1408839225769043
raw,holdout_tonsil,D1LN,MS4A1,False,0.15661953307482465,0.17650065621095984,0.43474096059799194
raw,holdout_tonsil,D1LN,PAX5,False,0.149240342472302,0.1564406444979241,0.7491156458854675
raw,holdout_tonsil,D1LN,PCNA,False,0.3242590341819367,0.33680694286399127,0.49408024549484253
raw,holdout_tonsil,D1LN,PDCD1,False,-0.18739753989692337,-0.23192884592126767,0.31080517172813416
raw,holdout_tonsil,D1LN,PECAM1,False,0.3801514361334307,0.417577294658653,0.34858715534210205
raw,holdout_tonsil,D1LN,PTPRC_1,False,0.1974839595139702,0.24400103733157094,0.3015083968639374
